packagedMedicinalProductPrimaryKey;packagedMedicinalProductFullName;samviewer_url_hyperlink;samviewer_url;prescription_name_fagg_nl;prescription_bcfi_name_nl;LocalPackageID1;localPackageID2;Selected package ID ;pcidLabel;pcId;packageItemType;packageItemTypeLabel;packageItemQuantity;unitsPerPackageItem;manufacturedItemQuanty;manufacturedItemVolumeUnit;packsize;packsizeVolumeUnit;pack_display_value;pack_multiplier;pack_amount;ampp_component_equivalents;packSizeLocal;urlSpcLanguage1;urlSpcLanguage2;packSizeUnit;PackageItemTypeLocalCode;PackageItemTypeLocalLabel;numberOfContainers;unitsPerContainer;manufacturedDoseForm;manufacturedDoseFormLabel;ManufacturedDoseFormLocalLabel;manufacturedDoseFormLocalCode;manufacturedItemUnitOfPresentation;manufacturedItemUnitOfPresentationLabel;manufacturedItemUnitOfPresentationProposedLabel;manufacturedItemUnitOfPresentationProposedCode;manufacturedItemUnitOfPresentationLocalLabel;manufacturedItemUnitOfPresentationLocalCode;manufacturedItemQuantity;manufacturedItemQuantityLocalVolumeUnit;manufacturedItemQuantityVolumeUnit;medicinalProductPrimaryKey;mpIdLabel;mpid;medicnalProductLocalName;MedicinalProductLocalID;fullName;actualTherapeuticMoiety;atcCodes;atcCodeLabel;authorizedPharmaceuticalDoseForm;authorizedPharmaceuticalDoseFormLabel;marketingAuthorizationHolder;marketingAuthorizationHolderLabel;marketingAuthorizationNumber;marketingAuthorizationHolderLocalLabel;marketingAuthorizationHolderLocalCode;country;PhPIDlabel;PhPID;pharmaceuticalProductPrimaryKey;PhpidLevel4Gidwig;administrableDoseForm;administrableDoseFormLabel;Form_BCFI;virtual_form_bcfi;administrableDoseFormProposedCode;administrabledoseformProposedLabel;administrableDoseFormLocalCode;administrableDoseformLocalLabel;pharmaceuticalProductUnitOfPresentation;;pharmaceuticalProductUnitOfPresentationProposedCode;pharmaceuticalProductUnitOfPresentationProposedLabel;routesOfAdministration;routesOfAdministrationLabel;route_of_administration_fagg;virtual_route_of_administration_bcfi;routesOfAdministrationProposedCode;routesOfAdministrationlProposedLabel;routesOfAdministrationLocalCode;routesOfAdministrationLocalLabel;substancePrimaryKey;ingredientRole;substanceCode;substanceName;referenceSubstance;moietyCode;moietyLabel;substances;strengths;moietyModifierLocal;moietyLocal;ModifierLocal;referenceStrengthConcentrationNumeratorValue;referenceStrengthConcentrationNumeratorLabel;referenceStrengthConcentrationNumeratorUnit;referenceStrengthConcentrationDenominatorValue;referenceStrengthConcentrationDenominatorLabel;referenceStrengthConcentrationDenominatorUnit;strength_substances;strength_substances_strengths;virtual_substances;virtual_strength_numerator;virtual_strength_denominator;referenceStrengthPresentationNumeratorValue;referenceStrengthPresentationNumeratorLabel;referenceStrengthPresentationNumeratorUnit;referenceStrengthPresentationDenominatorValue;referenceStrengthPresentationDenominatorLabel;referenceStrengthPresentationDenominatorUnit;strengthPhpidNumeratorValue;strengthPhpidNumeratorLabel;strengthPhpidNumeratorUnit;strengthPhpidDenominatorValue;strengthPhpidDenominatorLabel;strengthPhpidDenominatorUnit;;;StrengthLocalString;strengthNumeratorValue;strenghtNumeratorLabel;strenghtNumeratorUnit;strengthDenominatorValue;strengthDenominatorLabel;strengthDenominatorUnit;strengthConcentrationNumeratorValue;strengthConcentrationNumeratorLabel;strengthConcentrationNumeratorUnit;strengthConcentrationDenominatorValue;strengthConcentrationDenominatorLabel;strengthConcentrationDenominatorUnit;strengthPresentationNumeratorValue;strengthPresentationNumeratorLabel;strengthPresentationNumeratorUnit;strengthPresentationDenominatorValue;strengthPresentationDenominatorUnitLabel;strengthPresentationDenominatorUnit;dddPerPack;dddValue;dddUnit;atcRoa;packSize;vmpGroupISIid;vmpGroupIsLabel;VmpGroupID;VmpGroupLabel;grouperOfSubstanceID;grouperOfSubstanceLabel;PhpidL1ID;PhpidL1Label;vtmID;VtmLabel;intermediateDoseFormCode;intermediateDoseFormLabel;IsiDoseFormCode;IsiDoseFormLabel;;;;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1Phpid;GrouperOfProductsWithTheS sameSubstancesWithTheRoleOfPaiL1PhpidLabel;grouperOfProductsWithTheSameMoietyVtm;grouperOfProductsWithTheSameMoietyVtmlabel;BdfAdfEdqm;BdfAdfLabel;AmeEdqm;AmeLabel;IsiEdqm;IsiLabel;RcEdqm;RcLabel;;ADF_BDF;TRA;ISI;RC;;Pattern;System
577191-05;simvastatine AB filmomh. tabl. 100 x 40 mg;https://samviewer.digile.be/nl/sam/ampps/577191-05;https://samviewer.digile.be/nl/sam/ampps/577191-05;Simvastatin AB 40 mg filmomh. tabl. 100;Simvastatin AB filmomh. tabl. 100x 40mg;4314373;577191-05;577191-05;BEL simvastatine Aurobindo film-coated tablet 100 x 40mg/;BEL simvastatine Aurobindo film-coated tablet 100 x 40mg/;;;;;100;;100;;100;;;100.0000 {unit};;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE577191&leafletType=skp;;;;;1;100;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;100;;;306;BEL simvastatine Aurobindo film-coated tablet 40mg/;;;306;simvastatine AB filmomh. tabl. 40 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1567;Aurobindo;;Aurobindo;1567;BEL;simvastatine film-coated tablet 40mg/;;simvastatine film-coated tablet 40mg/;0x387fe58aa227cb777cb32e34ff2cdff7;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;40.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;40.0000 mg;1.0000 1;40;mg;2;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;133,333333333333;30;mg;O;100;;simvastatine oral 40mg/;;simvastatine oraal 40 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 40mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
577191-02;simvastatine AB filmomh. tabl. 30 x 40 mg;https://samviewer.digile.be/nl/sam/ampps/577191-02;https://samviewer.digile.be/nl/sam/ampps/577191-02;Simvastatin AB 40 mg filmomh. tabl. 30;Simvastatin AB filmomh. tabl. 30x 40mg;4314381;577191-02;577191-02;BEL simvastatine Aurobindo film-coated tablet 30 x 40mg/;BEL simvastatine Aurobindo film-coated tablet 30 x 40mg/;;;;;30;;30;;30;;;30.0000 {unit};;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE577191&leafletType=skp;;;;;1;30;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;30;;;306;BEL simvastatine Aurobindo film-coated tablet 40mg/;;;306;simvastatine AB filmomh. tabl. 40 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1567;Aurobindo;;Aurobindo;1567;BEL;simvastatine film-coated tablet 40mg/;;simvastatine film-coated tablet 40mg/;0x387fe58aa227cb777cb32e34ff2cdff7;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;40.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;40.0000 mg;1.0000 1;40;mg;2;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;40;30;mg;O;30;;simvastatine oral 40mg/;;simvastatine oraal 40 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 40mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
472933-21;simvastatine Sandoz (Impexeco) filmomh. tabl. (deelb.) 100 x 40 mg;https://samviewer.digile.be/nl/sam/ampps/472933-21;https://samviewer.digile.be/nl/sam/ampps/472933-21;Simvastatin Sandoz 40 mg (Impexeco) filmomh. tabl. 100;Simvastatin Sandoz (Impexeco) filmomh. tabl. (deelb.) 100x 40mg;3364080;472933-21;472933-21;BEL simvastatine Impexeco film-coated tablet 100 x 40mg/;BEL simvastatine Impexeco film-coated tablet 100 x 40mg/;;;;;100;;100;;100;;;100.0000 {unit};;NULL;;;;;1;100;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;100;;;312;BEL simvastatine Impexeco film-coated tablet 40mg/;;;312;simvastatine Sandoz (Impexeco) filmomh. tabl. (deelb.) 40 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1573;Impexeco;;Impexeco;1573;BEL;simvastatine film-coated tablet 40mg/;;simvastatine film-coated tablet 40mg/;0x387fe58aa227cb777cb32e34ff2cdff7;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;40.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;40.0000 mg;1.0000 1;40;mg;2;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;133,333333333333;30;mg;O;100;;simvastatine oral 40mg/;;simvastatine oraal 40 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 40mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
237282-21;simvastatine Sandoz filmomh. tabl. (deelb.) 100 x 40 mg;https://samviewer.digile.be/nl/sam/ampps/237282-21;https://samviewer.digile.be/nl/sam/ampps/237282-21;Simvastatin Sandoz 40 mg filmomh. tabl. 100;Simvastatin Sandoz filmomh. tabl. (deelb.) 100x 40mg;1766278;237282-21;237282-21;BEL simvastatine Sandoz film-coated tablet 100 x 40mg/;BEL simvastatine Sandoz film-coated tablet 100 x 40mg/;;;;;100;;100;;100;;;100.0000 {unit};;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237282&leafletType=skp;;;;;1;100;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;100;;;311;BEL simvastatine Sandoz film-coated tablet 40mg/;;;311;simvastatine Sandoz filmomh. tabl. (deelb.) 40 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1572;Sandoz;;Sandoz;1572;BEL;simvastatine film-coated tablet 40mg/;;simvastatine film-coated tablet 40mg/;0x387fe58aa227cb777cb32e34ff2cdff7;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;40.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;40.0000 mg;1.0000 1;40;mg;2;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;133,333333333333;30;mg;O;100;;simvastatine oral 40mg/;;simvastatine oraal 40 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 40mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
237273-07;simvastatine Sandoz filmomh. tabl. (deelb.) 100 x 40 mg (UD);https://samviewer.digile.be/nl/sam/ampps/237273-07;https://samviewer.digile.be/nl/sam/ampps/237273-07;Simvastatin Sandoz 40 mg filmomh. tabl. 100;Simvastatin Sandoz filmomh. tabl. (deelb.) 100x 40mg (UD);3267549;237273-07;237273-07;BEL simvastatine Sandoz film-coated tablet 100 x 40mg/;BEL simvastatine Sandoz film-coated tablet 100 x 40mg/;;;;;100;;100;;100;;;100.0000 {unit};;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237273&leafletType=skp;;;;;1;100;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;100;;;311;BEL simvastatine Sandoz film-coated tablet 40mg/;;;311;simvastatine Sandoz filmomh. tabl. (deelb.) 40 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1572;Sandoz;;Sandoz;1572;BEL;simvastatine film-coated tablet 40mg/;;simvastatine film-coated tablet 40mg/;0x387fe58aa227cb777cb32e34ff2cdff7;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;40.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;40.0000 mg;1.0000 1;40;mg;2;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;133,333333333333;30;mg;O;100;;simvastatine oral 40mg/;;simvastatine oraal 40 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 40mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
237282-07;simvastatine Sandoz filmomh. tabl. (deelb.) 30 x 40 mg;https://samviewer.digile.be/nl/sam/ampps/237282-07;https://samviewer.digile.be/nl/sam/ampps/237282-07;Simvastatin Sandoz 40 mg filmomh. tabl. 30;Simvastatin Sandoz filmomh. tabl. (deelb.) 30x 40mg;1766260;237282-07;237282-07;BEL simvastatine Sandoz film-coated tablet 30 x 40mg/;BEL simvastatine Sandoz film-coated tablet 30 x 40mg/;;;;;30;;30;;30;;;30.0000 {unit};;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237282&leafletType=skp;;;;;1;30;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;30;;;311;BEL simvastatine Sandoz film-coated tablet 40mg/;;;311;simvastatine Sandoz filmomh. tabl. (deelb.) 40 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1572;Sandoz;;Sandoz;1572;BEL;simvastatine film-coated tablet 40mg/;;simvastatine film-coated tablet 40mg/;0x387fe58aa227cb777cb32e34ff2cdff7;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;40.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;40.0000 mg;1.0000 1;40;mg;2;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;40;30;mg;O;30;;simvastatine oral 40mg/;;simvastatine oraal 40 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 40mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
499146-14;simvastine EG (PIP) filmomh. tabl. (deelb.) 98 x 40 mg;https://samviewer.digile.be/nl/sam/ampps/499146-14;https://samviewer.digile.be/nl/sam/ampps/499146-14;Simvastatine EG 40 mg (PI Pharma) filmomh. tabl. 98;Simvastatine EG (PIP) filmomh. tabl. (deelb.) 98x 40mg;2612950;499146-14;499146-14;BEL simvastatine PI-Pharma film-coated tablet 98 x 40mg/;BEL simvastatine PI-Pharma film-coated tablet 98 x 40mg/;;;;;98;;98;;98;;;98.0000 {unit};;NULL;;;;;1;98;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;98;;;308;BEL simvastatine PI-Pharma film-coated tablet 40mg/;;;308;simvastine EG (PIP) filmomh. tabl. (deelb.) 40 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1569;PI-Pharma;;PI-Pharma;1569;BEL;simvastatine film-coated tablet 40mg/;;simvastatine film-coated tablet 40mg/;0x387fe58aa227cb777cb32e34ff2cdff7;10221000;film-coated tablet;film-coated tablet;;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;40.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;; ; ;40;mg;2;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;130,666666666667;30;mg;O;98;;simvastatine oral 40mg/;;simvastatine oraal 40 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 40mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
254046-15;simvastine EG filmomh. tabl. (deelb.) 100 x 40 mg [blister];https://samviewer.digile.be/nl/sam/ampps/254046-15;https://samviewer.digile.be/nl/sam/ampps/254046-15;Simvastatine EG 40 mg filmomh. tabl. 100;Simvastatine EG filmomh. tabl. (deelb.) 100x 40mg [blister];3562360;254046-15;254046-15;BEL simvastatine EG film-coated tablet 100 x 40mg/;BEL simvastatine EG film-coated tablet 100 x 40mg/;;;;;100;;100;;100;;;100.0000 {unit};;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE254046&leafletType=skp;;;;;1;100;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;100;;;307;BEL simvastatine EG film-coated tablet 40mg/;;;307;simvastine EG filmomh. tabl. (deelb.) 40 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1568;EG;;EG;1568;BEL;simvastatine film-coated tablet 40mg/;;simvastatine film-coated tablet 40mg/;0x387fe58aa227cb777cb32e34ff2cdff7;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;40.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;40.0000 mg;1.0000 1;40;mg;2;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;133,333333333333;30;mg;O;100;;simvastatine oral 40mg/;;simvastatine oraal 40 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 40mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
254055-01;simvastine EG filmomh. tabl. (deelb.) 100 x 40 mg [tablettencontainer];https://samviewer.digile.be/nl/sam/ampps/254055-01;https://samviewer.digile.be/nl/sam/ampps/254055-01;Simvastatine EG 40 mg filmomh. tabl. 100;Simvastatine EG filmomh. tabl. (deelb.) 100x 40mg [tablettencontainer];3491446;254055-01;254055-01;BEL simvastatine EG film-coated tablet 100 x 40mg/;BEL simvastatine EG film-coated tablet 100 x 40mg/;;;;;100;;100;;100;;;100.0000 {unit};;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE254055&leafletType=skp;;;;;1;100;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;100;;;307;BEL simvastatine EG film-coated tablet 40mg/;;;307;simvastine EG filmomh. tabl. (deelb.) 40 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1568;EG;;EG;1568;BEL;simvastatine film-coated tablet 40mg/;;simvastatine film-coated tablet 40mg/;0x387fe58aa227cb777cb32e34ff2cdff7;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;40.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;40.0000 mg;1.0000 1;40;mg;2;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;133,333333333333;30;mg;O;100;;simvastatine oral 40mg/;;simvastatine oraal 40 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 40mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
254046-05;simvastine EG filmomh. tabl. (deelb.) 30 x 40 mg;https://samviewer.digile.be/nl/sam/ampps/254046-05;https://samviewer.digile.be/nl/sam/ampps/254046-05;Simvastatine EG 40 mg filmomh. tabl. 30;Simvastatine EG filmomh. tabl. (deelb.) 30x 40mg;3562352;254046-05;254046-05;BEL simvastatine EG film-coated tablet 30 x 40mg/;BEL simvastatine EG film-coated tablet 30 x 40mg/;;;;;30;;30;;30;;;30.0000 {unit};;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE254046&leafletType=skp;;;;;1;30;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;30;;;307;BEL simvastatine EG film-coated tablet 40mg/;;;307;simvastine EG filmomh. tabl. (deelb.) 40 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1568;EG;;EG;1568;BEL;simvastatine film-coated tablet 40mg/;;simvastatine film-coated tablet 40mg/;0x387fe58aa227cb777cb32e34ff2cdff7;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;40.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;40.0000 mg;1.0000 1;40;mg;2;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;40;30;mg;O;30;;simvastatine oral 40mg/;;simvastatine oraal 40 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 40mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
548035-13;simvastine Mylan filmomh. tabl. (deelb.) 250 x 40 mg;https://samviewer.digile.be/nl/sam/ampps/548035-13;https://samviewer.digile.be/nl/sam/ampps/548035-13;Simvastatine Mylan 40 mg filmomh. tabl. 250;Simvastatine Mylan filmomh. tabl. (deelb.) 250x 40mg;4218459;548035-13;548035-13;BEL simvastatine Mylan film-coated tablet 250 x 40mg/;BEL simvastatine Mylan film-coated tablet 250 x 40mg/;;;;;250;;250;;250;;;250.0000 {unit};;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE262507&leafletType=skp;;;;;1;250;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;250;;;309;BEL simvastatine Mylan film-coated tablet 40mg/;;;309;simvastine Mylan filmomh. tabl. (deelb.) 40 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1570;Mylan;;Mylan;1570;BEL;simvastatine film-coated tablet 40mg/;;simvastatine film-coated tablet 40mg/;0x387fe58aa227cb777cb32e34ff2cdff7;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;40.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;40.0000 mg;1.0000 1;40;mg;2;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;333,333333333333;30;mg;O;250;;simvastatine oral 40mg/;;simvastatine oraal 40 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 40mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
262525-07;simvastine Mylan filmomh. tabl. (deelb.) 56 x 40 mg;https://samviewer.digile.be/nl/sam/ampps/262525-07;https://samviewer.digile.be/nl/sam/ampps/262525-07;Simvastatine Mylan 40 mg filmomh. tabl. 56;Simvastatine Mylan filmomh. tabl. (deelb.) 56x 40mg;1777101;262525-07;262525-07;BEL simvastatine Mylan film-coated tablet 56 x 40mg/;BEL simvastatine Mylan film-coated tablet 56 x 40mg/;;;;;56;;56;;56;;;56.0000 {unit};;https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE262525&leafletType=skp;;;;;1;56;10221000;film-coated tablet;filmomhulde tablet;;15054000;tablet;;;;;56;;;309;BEL simvastatine Mylan film-coated tablet 40mg/;;;309;simvastine Mylan filmomh. tabl. (deelb.) 40 mg;;C10AA01;Simvastatin;10221000;film-coated tablet;1570;Mylan;;Mylan;1570;BEL;simvastatine film-coated tablet 40mg/;;simvastatine film-coated tablet 40mg/;0x387fe58aa227cb777cb32e34ff2cdff7;10221000;film-coated tablet;film-coated tablet;tablet;10221000;Filmomhulde tablet;10221000;Filmomhulde tablet;15054000;tablet;;tablet;20053000;oral use;oral use;oral use;;;;;100000091786;PAI;100000091786;simvastatine;moiety;100000091343;simvastatine;Simvastatin;40.0000 mg;simvastatine;simvastatine;NULL;;;;;;;; ;Simvastatin;40.0000 mg;1.0000 1;40;mg;2;;;;40;mg;;;;;;;;;;;;;;;;;;;;;;;;;;74,6666666666667;30;mg;O;56;;simvastatine oral 40mg/;;simvastatine oraal 40 mg;TBD;simvastatine;TBD;simvastatine[L1];TBD;simvastatine[VTM];TBD;oral Solid Dose Form;TBD;oral;simvastatine oral 40mg/;;;8Z9T5R9742;simvastatine[L1];TBD;simvastatine[VTM];69;tablet;19;swallowing;31;oral;47;conventional;;69;19;31;47;;A;sys
